frame_id,timestamp,dt_ms,my_x,my_y,my_z,my_raw_vx,my_raw_vy,my_raw_vz,my_raw_kmh,my_pos_vx,my_pos_vy,my_pos_vz,my_pos_kmh,my_chosen_vx,my_chosen_vy,my_chosen_vz,my_chosen_kmh,my_source,my_is_staircase,my_speed_delta_kmh,tg_ptr,tg_raw_kmh,tg_pos_kmh,tg_chosen_kmh,tg_source
349,1788706269.0512,16.67,1851.869,217.162,2051.471,0.00,0.00,0.00,0.0,3.67,0.00,8.77,34.3,2.93,0.00,7.01,27.4,pos_only_smoothed,0,0.35,0x6ea869b0,0.0,0.0,0.0,ground_idle
350,1788706269.0679,16.66,1851.911,217.162,2051.570,0.00,0.00,0.00,0.0,3.46,0.00,8.26,32.3,2.93,0.00,7.01,27.4,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
351,1788706269.0846,16.66,1851.952,217.162,2051.668,0.00,0.00,0.00,0.0,3.28,0.00,7.84,30.6,2.93,0.00,7.01,27.4,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
352,1788706269.1012,16.66,1852.035,217.162,2051.867,0.00,0.00,0.00,0.0,3.59,0.00,8.57,33.5,2.93,0.00,7.01,27.4,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
353,1788706269.1179,16.66,1852.076,217.161,2051.966,0.00,0.00,0.00,0.0,3.39,0.00,8.10,31.6,2.93,0.00,7.01,27.4,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
354,1788706269.1346,16.67,1852.160,217.161,2052.166,0.00,0.00,0.00,0.0,3.68,0.00,8.80,34.3,2.97,0.00,7.10,27.7,pos_only_smoothed,0,0.34,0x6ea869b0,0.0,0.0,0.0,ground_idle
355,1788706269.1512,16.62,1852.202,217.161,2052.266,0.00,0.00,0.00,0.0,3.47,0.00,8.30,32.4,2.97,0.00,7.10,27.7,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
356,1788706269.1678,16.66,1852.244,217.161,2052.366,0.00,0.00,0.00,0.0,3.30,0.00,7.89,30.8,2.97,0.00,7.10,27.7,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
357,1788706269.1845,16.66,1852.328,217.160,2052.567,0.00,0.00,0.00,0.0,3.61,0.00,8.64,33.7,2.97,0.00,7.10,27.7,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
358,1788706269.2012,16.67,1852.370,217.160,2052.668,0.00,0.00,0.00,0.0,3.42,0.00,8.17,31.9,2.97,0.00,7.10,27.7,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
359,1788706269.2178,16.67,1852.454,217.159,2052.870,0.00,0.00,0.00,0.0,3.72,0.00,8.89,34.7,3.01,0.00,7.19,28.0,pos_only_smoothed,0,0.33,0x6ea869b0,0.0,0.0,0.0,ground_idle
360,1788706269.2345,16.66,1852.497,217.159,2052.971,0.00,0.00,0.00,0.0,3.51,0.00,8.38,32.7,3.01,0.00,7.19,28.1,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
361,1788706269.2512,16.67,1852.582,217.158,2053.175,0.00,0.00,0.00,0.0,3.79,0.00,9.07,35.4,3.04,0.00,7.28,28.4,pos_only_smoothed,0,0.35,0x6ea869b0,0.0,0.0,0.0,ground_idle
362,1788706269.2678,16.66,1852.625,217.158,2053.277,0.00,0.00,0.00,0.0,3.57,0.00,8.54,33.3,3.05,0.00,7.28,28.4,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
363,1788706269.2845,16.66,1852.667,217.158,2053.379,0.00,0.00,0.00,0.0,3.39,0.00,8.10,31.6,3.05,0.00,7.28,28.4,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
364,1788706269.3012,16.67,1852.753,217.158,2053.583,0.00,0.00,0.00,0.0,3.70,0.00,8.85,34.5,3.05,0.00,7.28,28.4,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
365,1788706269.3178,16.67,1852.796,217.158,2053.686,0.00,0.00,0.00,0.0,3.50,0.00,8.37,32.7,3.05,0.00,7.28,28.4,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
366,1788706269.3345,16.67,1852.882,217.157,2053.892,0.00,0.00,0.00,0.0,3.80,0.00,9.09,35.4,3.08,0.00,7.37,28.8,pos_only_smoothed,0,0.34,0x6ea869b0,0.0,0.0,0.0,ground_idle
367,1788706269.3512,16.66,1852.925,217.157,2053.995,0.00,0.00,0.00,0.0,3.58,0.00,8.57,33.4,3.08,0.00,7.37,28.8,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
368,1788706269.3678,16.66,1852.969,217.157,2054.099,0.00,0.00,0.00,0.0,3.41,0.00,8.14,31.8,3.08,0.00,7.37,28.8,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
369,1788706269.3845,16.66,1853.055,217.157,2054.306,0.00,0.00,0.00,0.0,3.73,0.00,8.92,34.8,3.08,0.00,7.37,28.8,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
370,1788706269.4011,16.66,1853.099,217.157,2054.410,0.00,0.00,0.00,0.0,3.53,0.00,8.44,32.9,3.08,0.00,7.37,28.8,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
371,1788706269.4178,16.66,1853.186,217.157,2054.619,0.00,0.00,0.00,0.0,3.84,0.00,9.17,35.8,3.12,0.00,7.46,29.1,pos_only_smoothed,0,0.34,0x6ea869b0,0.0,0.0,0.0,ground_idle
372,1788706269.4345,16.66,1853.230,217.157,2054.724,0.00,0.00,0.00,0.0,3.62,0.00,8.65,33.8,3.12,0.00,7.46,29.1,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
373,1788706269.4511,16.66,1853.274,217.157,2054.829,0.00,0.00,0.00,0.0,3.44,0.00,8.23,32.1,3.12,0.00,7.46,29.1,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
374,1788706269.4678,16.66,1853.362,217.157,2055.039,0.00,0.00,0.00,0.0,3.77,0.00,9.02,35.2,3.12,0.00,7.46,29.1,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
375,1788706269.4845,16.66,1853.406,217.157,2055.145,0.00,0.00,0.00,0.0,3.57,0.00,8.54,33.3,3.12,0.00,7.46,29.1,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
376,1788706269.5011,16.67,1853.495,217.158,2055.356,0.00,0.00,0.00,0.0,3.89,0.00,9.29,36.2,3.16,0.00,7.55,29.5,pos_only_smoothed,0,0.34,0x6ea869b0,0.0,0.0,0.0,ground_idle
377,1788706269.5178,16.66,1853.539,217.158,2055.463,0.00,0.00,0.00,0.0,3.67,0.00,8.76,34.2,3.16,0.00,7.55,29.5,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
378,1788706269.5345,16.66,1853.628,217.158,2055.676,0.00,0.00,0.00,0.0,3.97,0.00,9.49,37.0,3.20,0.00,7.64,29.8,pos_only_smoothed,0,0.36,0x6ea869b0,0.0,0.0,0.0,ground_idle
379,1788706269.5511,16.66,1853.673,217.158,2055.782,0.00,0.00,0.00,0.0,3.74,0.00,8.93,34.8,3.20,0.00,7.65,29.8,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
380,1788706269.5678,16.66,1853.718,217.158,2055.890,0.00,0.00,0.00,0.0,3.55,0.00,8.49,33.1,3.20,0.00,7.65,29.8,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
381,1788706269.5844,16.66,1853.808,217.158,2056.104,0.00,0.00,0.00,0.0,3.88,0.00,9.28,36.2,3.23,0.00,7.72,30.1,pos_only_smoothed,0,0.31,0x6ea869b0,0.0,0.0,0.0,ground_idle
382,1788706269.6011,16.66,1853.853,217.158,2056.212,0.00,0.00,0.00,0.0,3.67,0.00,8.77,34.2,3.23,0.00,7.73,30.1,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
383,1788706269.6178,16.66,1853.943,217.158,2056.428,0.00,0.00,0.00,0.0,3.99,0.00,9.52,37.2,3.27,0.00,7.81,30.5,pos_only_smoothed,0,0.34,0x6ea869b0,0.0,0.0,0.0,ground_idle
384,1788706269.6344,16.66,1853.989,217.158,2056.537,0.00,0.00,0.00,0.0,3.76,0.00,8.98,35.1,3.27,0.00,7.81,30.5,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
385,1788706269.6511,16.66,1854.034,217.158,2056.646,0.00,0.00,0.00,0.0,3.57,0.00,8.54,33.3,3.27,0.00,7.81,30.5,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
386,1788706269.6678,16.66,1854.125,217.158,2056.863,0.00,0.00,0.00,0.0,3.91,0.00,9.35,36.5,3.27,0.00,7.81,30.5,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
387,1788706269.6844,16.66,1854.171,217.157,2056.972,0.00,0.00,0.00,0.0,3.70,0.00,8.85,34.5,3.27,0.00,7.82,30.5,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
388,1788706269.7011,16.67,1854.262,217.157,2057.191,0.00,0.00,0.00,0.0,4.02,0.00,9.62,37.5,3.31,0.00,7.90,30.8,pos_only_smoothed,0,0.34,0x6ea869b0,0.0,0.0,0.0,ground_idle
389,1788706269.7178,16.66,1854.308,217.157,2057.300,0.00,0.00,0.00,0.0,3.79,0.00,9.07,35.4,3.31,0.00,7.90,30.8,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
390,1788706269.7344,16.67,1854.399,217.157,2057.519,0.00,0.00,0.00,0.0,4.10,0.00,9.79,38.2,3.34,0.00,7.99,31.2,pos_only_smoothed,0,0.36,0x6ea869b0,0.0,0.0,0.0,ground_idle
391,1788706269.7511,16.67,1854.445,217.157,2057.628,0.00,0.00,0.00,0.0,3.85,0.00,9.21,36.0,3.34,0.00,7.99,31.2,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
392,1788706269.7678,16.66,1854.491,217.157,2057.737,0.00,0.00,0.00,0.0,3.65,0.00,8.73,34.1,3.34,0.00,8.00,31.2,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
393,1788706269.7844,16.66,1854.582,217.157,2057.955,0.00,0.00,0.00,0.0,3.98,0.00,9.51,37.2,3.34,0.00,8.00,31.2,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
394,1788706269.8011,16.66,1854.628,217.157,2058.064,0.00,0.00,0.00,0.0,3.76,0.00,8.98,35.1,3.34,0.00,8.00,31.2,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
395,1788706269.8178,16.67,1854.719,217.157,2058.281,0.00,0.00,0.00,0.0,4.06,0.00,9.71,37.9,3.38,0.00,8.08,31.5,pos_only_smoothed,0,0.32,0x6ea869b0,0.0,0.0,0.0,ground_idle
396,1788706269.8344,16.66,1854.764,217.157,2058.390,0.00,0.00,0.00,0.0,3.83,0.00,9.14,35.7,3.38,0.00,8.08,31.5,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
397,1788706269.8511,16.67,1854.810,217.158,2058.500,0.00,0.00,0.00,0.0,3.63,0.00,8.67,33.9,3.38,0.00,8.08,31.5,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
398,1788706269.8678,16.67,1854.901,217.158,2058.718,0.00,0.00,0.00,0.0,3.96,0.00,9.47,36.9,3.38,0.00,8.08,31.5,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
399,1788706269.8844,16.66,1854.947,217.159,2058.827,0.00,0.00,0.00,0.0,3.74,0.00,8.94,34.9,3.38,0.00,8.08,31.5,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
400,1788706269.9011,16.66,1855.038,217.159,2059.045,0.00,0.00,0.00,0.0,4.06,0.00,9.70,37.8,3.41,0.00,8.16,31.8,pos_only_smoothed,0,0.30,0x6ea869b0,0.0,0.0,0.0,ground_idle
401,1788706269.9177,16.66,1855.084,217.160,2059.155,0.00,0.00,0.00,0.0,3.82,0.00,9.13,35.6,3.41,0.00,8.16,31.8,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
402,1788706269.9344,16.67,1855.176,217.161,2059.374,0.00,0.00,0.00,0.0,4.12,0.00,9.86,38.4,3.45,0.00,8.24,32.2,pos_only_smoothed,0,0.32,0x6ea869b0,0.0,0.0,0.0,ground_idle
403,1788706269.9511,16.66,1855.222,217.161,2059.484,0.00,0.00,0.00,0.0,3.88,0.00,9.27,36.2,3.45,0.00,8.24,32.2,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
404,1788706269.9677,16.66,1855.268,217.162,2059.594,0.00,0.00,0.00,0.0,3.68,0.00,8.79,34.3,3.45,0.00,8.24,32.2,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
405,1788706269.9844,16.66,1855.360,217.162,2059.814,0.00,0.00,0.00,0.0,4.01,0.00,9.59,37.4,3.45,0.00,8.24,32.2,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
406,1788706270.0011,16.66,1855.406,217.163,2059.924,0.00,0.00,0.00,0.0,3.79,0.00,9.05,35.3,3.45,0.00,8.24,32.2,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
407,1788706270.0177,16.67,1855.499,217.163,2060.146,0.00,0.00,0.00,0.0,4.10,0.00,9.81,38.3,3.45,0.00,8.25,32.2,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
408,1788706270.0344,16.66,1855.545,217.164,2060.256,0.00,0.00,0.00,0.0,3.86,0.00,9.24,36.1,3.45,0.00,8.25,32.2,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
409,1788706270.0511,16.66,1855.591,217.164,2060.367,0.00,0.00,0.00,0.0,3.67,0.00,8.77,34.2,3.45,0.00,8.25,32.2,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
410,1788706270.0677,16.66,1855.684,217.164,2060.589,0.00,0.00,0.00,0.0,4.01,0.00,9.59,37.5,3.45,0.00,8.25,32.2,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
411,1788706270.0844,16.66,1855.730,217.164,2060.700,0.00,0.00,0.00,0.0,3.79,0.00,9.06,35.4,3.45,0.00,8.25,32.2,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
412,1788706270.1011,16.66,1855.824,217.164,2060.922,0.00,0.00,0.00,0.0,4.12,0.00,9.84,38.4,3.45,0.00,8.25,32.2,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
413,1788706270.1177,16.66,1855.870,217.164,2061.034,0.00,0.00,0.00,0.0,3.88,0.00,9.27,36.2,3.45,0.00,8.25,32.2,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
414,1788706270.1344,16.67,1855.964,217.164,2061.257,0.00,0.00,0.00,0.0,4.19,0.00,10.01,39.1,3.49,0.00,8.33,32.5,pos_only_smoothed,0,0.33,0x6ea869b0,0.0,0.0,0.0,ground_idle
415,1788706270.1510,16.66,1856.010,217.164,2061.369,0.00,0.00,0.00,0.0,3.94,0.00,9.42,36.8,3.49,0.00,8.34,32.5,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
416,1788706270.1677,16.66,1856.057,217.164,2061.481,0.00,0.00,0.00,0.0,3.74,0.00,8.93,34.9,3.49,0.00,8.34,32.5,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
417,1788706270.1844,16.66,1856.151,217.163,2061.705,0.00,0.00,0.00,0.0,4.08,0.00,9.75,38.0,3.49,0.00,8.34,32.5,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
418,1788706270.2010,16.66,1856.198,217.163,2061.818,0.00,0.00,0.00,0.0,3.85,0.00,9.21,35.9,3.49,0.00,8.34,32.5,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
419,1788706270.2177,16.66,1856.292,217.162,2062.042,0.00,0.00,0.00,0.0,4.18,0.00,9.98,38.9,3.52,0.00,8.42,32.8,pos_only_smoothed,0,0.31,0x6ea869b0,0.0,0.0,0.0,ground_idle
420,1788706270.2344,16.66,1856.340,217.162,2062.155,0.00,0.00,0.00,0.0,3.93,0.00,9.40,36.7,3.52,0.00,8.42,32.8,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
421,1788706270.2510,16.66,1856.387,217.162,2062.268,0.00,0.00,0.00,0.0,3.74,0.00,8.93,34.8,3.52,0.00,8.42,32.8,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
422,1788706270.2677,16.66,1856.481,217.161,2062.494,0.00,0.00,0.00,0.0,4.08,0.00,9.76,38.1,3.52,0.00,8.42,32.9,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
423,1788706270.2843,16.66,1856.529,217.161,2062.607,0.00,0.00,0.00,0.0,3.86,0.00,9.23,36.0,3.52,0.00,8.42,32.9,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
424,1788706270.3010,16.67,1856.624,217.161,2062.834,0.00,0.00,0.00,0.0,4.19,0.00,10.02,39.1,3.52,0.00,8.42,32.9,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
425,1788706270.3177,16.66,1856.671,217.161,2062.948,0.00,0.00,0.00,0.0,3.95,0.00,9.44,36.8,3.52,0.00,8.42,32.9,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
426,1788706270.3344,16.67,1856.766,217.160,2063.176,0.00,0.00,0.00,0.0,4.27,0.00,10.20,39.8,3.56,0.00,8.51,33.2,pos_only_smoothed,0,0.33,0x6ea869b0,0.0,0.0,0.0,ground_idle
427,1788706270.3510,16.67,1856.814,217.160,2063.290,0.00,0.00,0.00,0.0,4.02,0.00,9.60,37.4,3.56,0.00,8.51,33.2,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
428,1788706270.3677,16.66,1856.862,217.160,2063.404,0.00,0.00,0.00,0.0,3.81,0.00,9.10,35.5,3.56,0.00,8.51,33.2,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
429,1788706270.3843,16.67,1856.958,217.161,2063.633,0.00,0.00,0.00,0.0,4.16,0.00,9.93,38.8,3.56,0.00,8.51,33.2,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
430,1788706270.4010,16.66,1857.006,217.161,2063.747,0.00,0.00,0.00,0.0,3.93,0.00,9.39,36.6,3.56,0.00,8.51,33.2,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
431,1788706270.4177,16.66,1857.102,217.161,2063.977,0.00,0.00,0.00,0.0,4.26,0.00,10.18,39.7,3.59,0.00,8.59,33.5,pos_only_smoothed,0,0.31,0x6ea869b0,0.0,0.0,0.0,ground_idle
432,1788706270.4343,16.66,1857.150,217.161,2064.092,0.00,0.00,0.00,0.0,4.01,0.00,9.59,37.4,3.59,0.00,8.59,33.5,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
433,1788706270.4510,16.66,1857.198,217.162,2064.207,0.00,0.00,0.00,0.0,3.81,0.00,9.11,35.5,3.59,0.00,8.59,33.5,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
434,1788706270.4677,16.67,1857.295,217.162,2064.438,0.00,0.00,0.00,0.0,4.17,0.00,9.96,38.8,3.59,0.00,8.59,33.5,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
435,1788706270.4843,16.66,1857.343,217.163,2064.554,0.00,0.00,0.00,0.0,3.94,0.00,9.42,36.8,3.59,0.00,8.59,33.5,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
436,1788706270.5010,16.66,1857.440,217.164,2064.786,0.00,0.00,0.00,0.0,4.28,0.00,10.23,39.9,3.63,0.00,8.67,33.8,pos_only_smoothed,0,0.31,0x6ea869b0,0.0,0.0,0.0,ground_idle
437,1788706270.5177,16.66,1857.489,217.165,2064.902,0.00,0.00,0.00,0.0,4.03,0.00,9.64,37.6,3.63,0.00,8.67,33.8,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
438,1788706270.5343,16.66,1857.586,217.166,2065.135,0.00,0.00,0.00,0.0,4.36,0.00,10.42,40.7,3.66,0.00,8.76,34.2,pos_only_smoothed,0,0.33,0x6ea869b0,0.0,0.0,0.0,ground_idle
439,1788706270.5510,16.66,1857.635,217.167,2065.251,0.00,0.00,0.00,0.0,4.10,0.00,9.81,38.2,3.66,0.00,8.76,34.2,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
440,1788706270.5676,16.66,1857.684,217.167,2065.368,0.00,0.00,0.00,0.0,3.89,0.00,9.30,36.3,3.66,0.00,8.76,34.2,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
441,1788706270.5843,16.66,1857.782,217.169,2065.602,0.00,0.00,0.00,0.0,4.25,0.00,10.15,39.6,3.66,0.00,8.76,34.2,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
442,1788706270.6010,16.66,1857.831,217.169,2065.719,0.00,0.00,0.00,0.0,4.01,0.00,9.59,37.4,3.66,0.00,8.76,34.2,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
443,1788706270.6176,16.66,1857.929,217.171,2065.953,0.00,0.00,0.00,0.0,4.35,0.00,10.39,40.6,3.70,0.00,8.84,34.5,pos_only_smoothed,0,0.31,0x6ea869b0,0.0,0.0,0.0,ground_idle
444,1788706270.6343,16.66,1857.978,217.172,2066.071,0.00,0.00,0.00,0.0,4.10,0.00,9.79,38.2,3.70,0.00,8.84,34.5,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
445,1788706270.6510,16.66,1858.027,217.172,2066.189,0.00,0.00,0.00,0.0,3.89,0.00,9.30,36.3,3.70,0.00,8.84,34.5,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
446,1788706270.6676,16.66,1858.126,217.174,2066.424,0.00,0.00,0.00,0.0,4.25,0.00,10.17,39.7,3.70,0.00,8.84,34.5,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
447,1788706270.6843,16.66,1858.175,217.174,2066.542,0.00,0.00,0.00,0.0,4.02,0.00,9.61,37.5,3.70,0.00,8.84,34.5,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
448,1788706270.7010,16.66,1858.274,217.175,2066.777,0.00,0.00,0.00,0.0,4.36,0.00,10.43,40.7,3.70,0.00,8.84,34.5,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
449,1788706270.7176,16.66,1858.323,217.176,2066.895,0.00,0.00,0.00,0.0,4.11,0.00,9.82,38.3,3.70,0.00,8.84,34.5,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
450,1788706270.7343,16.66,1858.422,217.177,2067.132,0.00,0.00,0.00,0.0,4.44,0.00,10.61,41.4,3.73,0.00,8.93,34.8,pos_only_smoothed,0,0.33,0x6ea869b0,0.0,0.0,0.0,ground_idle
451,1788706270.7509,16.66,1858.471,217.177,2067.250,0.00,0.00,0.00,0.0,4.17,0.00,9.98,38.9,3.73,0.00,8.93,34.8,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
452,1788706270.7676,16.66,1858.521,217.178,2067.368,0.00,0.00,0.00,0.0,3.96,0.00,9.46,36.9,3.74,0.00,8.93,34.8,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
453,1788706270.7843,16.66,1858.620,217.179,2067.605,0.00,0.00,0.00,0.0,4.32,0.00,10.31,40.2,3.74,0.00,8.93,34.8,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
454,1788706270.8009,16.66,1858.669,217.179,2067.724,0.00,0.00,0.00,0.0,4.08,0.00,9.74,38.0,3.74,0.00,8.93,34.8,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
455,1788706270.8176,16.66,1858.769,217.180,2067.961,0.00,0.00,0.00,0.0,4.41,0.00,10.55,41.1,3.77,0.00,9.01,35.2,pos_only_smoothed,0,0.30,0x6ea869b0,0.0,0.0,0.0,ground_idle
456,1788706270.8343,16.66,1858.818,217.180,2068.080,0.00,0.00,0.00,0.0,4.16,0.00,9.93,38.7,3.77,0.00,9.01,35.2,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
457,1788706270.8509,16.66,1858.868,217.180,2068.198,0.00,0.00,0.00,0.0,3.94,0.00,9.43,36.8,3.77,0.00,9.01,35.2,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
458,1788706270.8676,16.66,1858.968,217.181,2068.436,0.00,0.00,0.00,0.0,4.31,0.00,10.30,40.2,3.77,0.00,9.01,35.2,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
459,1788706270.8842,16.66,1859.017,217.181,2068.555,0.00,0.00,0.00,0.0,4.07,0.00,9.73,38.0,3.77,0.00,9.01,35.2,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
460,1788706270.9009,16.67,1859.117,217.181,2068.794,0.00,0.00,0.00,0.0,4.42,0.00,10.56,41.2,3.77,0.00,9.01,35.2,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
461,1788706270.9176,16.66,1859.167,217.181,2068.913,0.00,0.00,0.00,0.0,4.16,0.00,9.95,38.8,3.77,0.00,9.01,35.2,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
462,1788706270.9342,16.66,1859.267,217.180,2069.152,0.00,0.00,0.00,0.0,4.49,0.00,10.73,41.9,3.81,0.00,9.10,35.5,pos_only_smoothed,0,0.32,0x6ea869b0,0.0,0.0,0.0,ground_idle
463,1788706270.9509,16.66,1859.317,217.180,2069.272,0.00,0.00,0.00,0.0,4.22,0.00,10.10,39.4,3.81,0.00,9.10,35.5,pos_only_smoothed,0,0.00,0x6ea869b0,0.0,0.0,0.0,ground_idle
