frame_id,timestamp,dt_ms,my_x,my_y,my_z,my_raw_kmh,my_pos_kmh,my_vel_296_kmh,my_delta_296_kmh,my_src_296,my_vel_zj_kmh,my_delta_zj_kmh,tg_ptr,tg_raw_kmh,tg_pos_kmh,tg_vel_296_kmh,tg_vel_zj_kmh
569,1788706272.7172,16.62,1867.476,217.156,2088.760,0.0,45.4,45.7,0.07,pos_only_smoothed,45.7,0.16,0x6ea869b0,0.0,0.0,0.0,0.0
570,1788706272.7338,16.67,1867.534,217.156,2088.899,0.0,43.1,45.3,0.42,pos_only_smoothed,45.6,0.03,0x6ea869b0,0.0,0.0,0.0,0.0
571,1788706272.7505,16.66,1867.651,217.155,2089.178,0.0,47.1,45.6,0.28,pos_only_smoothed,45.5,0.16,0x6ea869b0,0.0,0.0,0.0,0.0
572,1788706272.7672,16.67,1867.709,217.155,2089.318,0.0,44.5,45.4,0.18,pos_only_smoothed,45.5,0.01,0x6ea869b0,0.0,0.0,0.0,0.0
573,1788706272.7838,16.66,1867.827,217.154,2089.598,0.0,48.3,45.9,0.47,pos_only_smoothed,45.6,0.10,0x6ea869b0,0.0,0.0,0.0,0.0
574,1788706272.8005,16.66,1867.885,217.154,2089.738,0.0,45.5,45.8,0.06,pos_only_smoothed,45.7,0.18,0x6ea869b0,0.0,0.0,0.0,0.0
575,1788706272.8172,16.67,1868.003,217.154,2090.019,0.0,49.1,46.3,0.53,pos_only_smoothed,46.0,0.22,0x6ea869b0,0.0,0.0,0.0,0.0
576,1788706272.8338,16.66,1868.062,217.154,2090.160,0.0,46.3,46.3,0.01,pos_only_smoothed,46.2,0.25,0x6ea869b0,0.0,0.0,0.0,0.0
577,1788706272.8505,16.67,1868.121,217.154,2090.301,0.0,43.9,45.9,0.39,pos_only_smoothed,46.2,0.03,0x6ea869b0,0.0,0.0,0.0,0.0
578,1788706272.8672,16.67,1868.239,217.155,2090.583,0.0,47.8,46.2,0.30,pos_only_smoothed,46.1,0.12,0x6ea869b0,0.0,0.0,0.0,0.0
579,1788706272.8838,16.66,1868.298,217.155,2090.724,0.0,45.2,46.1,0.17,pos_only_smoothed,46.1,0.01,0x6ea869b0,0.0,0.0,0.0,0.0
580,1788706272.9005,16.66,1868.417,217.156,2091.007,0.0,49.0,46.5,0.46,pos_only_smoothed,46.2,0.11,0x6ea869b0,0.0,0.0,0.0,0.0
581,1788706272.9172,16.67,1868.476,217.156,2091.149,0.0,46.1,46.5,0.07,pos_only_smoothed,46.4,0.17,0x6ea869b0,0.0,0.0,0.0,0.0
582,1788706272.9338,16.66,1868.535,217.156,2091.291,0.0,43.8,46.0,0.42,pos_only_smoothed,46.4,0.02,0x6ea869b0,0.0,0.0,0.0,0.0
583,1788706272.9505,16.66,1868.654,217.157,2091.574,0.0,47.8,46.3,0.29,pos_only_smoothed,46.2,0.16,0x6ea869b0,0.0,0.0,0.0,0.0
584,1788706272.9672,16.66,1868.714,217.158,2091.717,0.0,45.3,46.2,0.17,pos_only_smoothed,46.2,0.00,0x6ea869b0,0.0,0.0,0.0,0.0
585,1788706272.9838,16.66,1868.833,217.159,2092.001,0.0,49.1,46.6,0.47,pos_only_smoothed,46.3,0.10,0x6ea869b0,0.0,0.0,0.0,0.0
586,1788706273.0005,16.66,1868.892,217.159,2092.144,0.0,46.3,46.6,0.06,pos_only_smoothed,46.5,0.18,0x6ea869b0,0.0,0.0,0.0,0.0
587,1788706273.0172,16.66,1869.012,217.160,2092.429,0.0,50.0,47.1,0.54,pos_only_smoothed,46.7,0.23,0x6ea869b0,0.0,0.0,0.0,0.0
588,1788706273.0338,16.66,1869.072,217.160,2092.572,0.0,47.0,47.1,0.02,pos_only_smoothed,47.0,0.25,0x6ea869b0,0.0,0.0,0.0,0.0
589,1788706273.0505,16.66,1869.132,217.160,2092.715,0.0,44.6,46.7,0.41,pos_only_smoothed,47.0,0.03,0x6ea869b0,0.0,0.0,0.0,0.0
590,1788706273.0671,16.66,1869.251,217.161,2093.001,0.0,48.6,47.0,0.31,pos_only_smoothed,46.9,0.13,0x6ea869b0,0.0,0.0,0.0,0.0
591,1788706273.0838,16.66,1869.311,217.161,2093.144,0.0,45.9,46.8,0.18,pos_only_smoothed,46.9,0.01,0x6ea869b0,0.0,0.0,0.0,0.0
592,1788706273.1005,16.66,1869.432,217.162,2093.431,0.0,49.7,47.3,0.46,pos_only_smoothed,47.0,0.11,0x6ea869b0,0.0,0.0,0.0,0.0
593,1788706273.1171,16.66,1869.492,217.162,2093.574,0.0,46.8,47.2,0.07,pos_only_smoothed,47.2,0.17,0x6ea869b0,0.0,0.0,0.0,0.0
594,1788706273.1338,16.66,1869.552,217.162,2093.718,0.0,44.5,46.8,0.44,pos_only_smoothed,47.1,0.03,0x6ea869b0,0.0,0.0,0.0,0.0
595,1788706273.1505,16.66,1869.672,217.162,2094.006,0.0,48.6,47.1,0.28,pos_only_smoothed,47.0,0.17,0x6ea869b0,0.0,0.0,0.0,0.0
596,1788706273.1671,16.66,1869.733,217.163,2094.150,0.0,45.9,46.9,0.18,pos_only_smoothed,46.9,0.01,0x6ea869b0,0.0,0.0,0.0,0.0
597,1788706273.1838,16.66,1869.853,217.163,2094.438,0.0,49.8,47.3,0.46,pos_only_smoothed,47.0,0.10,0x6ea869b0,0.0,0.0,0.0,0.0
598,1788706273.2004,16.66,1869.914,217.163,2094.582,0.0,46.9,47.3,0.07,pos_only_smoothed,47.2,0.17,0x6ea869b0,0.0,0.0,0.0,0.0
599,1788706273.2171,16.66,1870.035,217.164,2094.871,0.0,50.6,47.8,0.54,pos_only_smoothed,47.4,0.21,0x6ea869b0,0.0,0.0,0.0,0.0
600,1788706273.2338,16.66,1870.095,217.164,2095.016,0.0,47.6,47.8,0.03,pos_only_smoothed,47.7,0.24,0x6ea869b0,0.0,0.0,0.0,0.0
601,1788706273.2504,16.66,1870.156,217.165,2095.160,0.0,45.1,47.4,0.42,pos_only_smoothed,47.7,0.01,0x6ea869b0,0.0,0.0,0.0,0.0
602,1788706273.2671,16.66,1870.277,217.165,2095.450,0.0,49.2,47.6,0.30,pos_only_smoothed,47.5,0.15,0x6ea869b0,0.0,0.0,0.0,0.0
603,1788706273.2838,16.66,1870.338,217.165,2095.595,0.0,46.5,47.5,0.19,pos_only_smoothed,47.5,0.01,0x6ea869b0,0.0,0.0,0.0,0.0
604,1788706273.3004,16.67,1870.459,217.165,2095.886,0.0,50.4,47.9,0.47,pos_only_smoothed,47.6,0.10,0x6ea869b0,0.0,0.0,0.0,0.0
605,1788706273.3171,16.66,1870.520,217.165,2096.031,0.0,47.4,47.8,0.08,pos_only_smoothed,47.8,0.17,0x6ea869b0,0.0,0.0,0.0,0.0
606,1788706273.3338,16.66,1870.581,217.165,2096.177,0.0,45.0,47.4,0.45,pos_only_smoothed,47.8,0.04,0x6ea869b0,0.0,0.0,0.0,0.0
607,1788706273.3504,16.66,1870.703,217.165,2096.469,0.0,49.3,47.7,0.30,pos_only_smoothed,47.6,0.17,0x6ea869b0,0.0,0.0,0.0,0.0
608,1788706273.3671,16.66,1870.765,217.164,2096.615,0.0,46.6,47.5,0.18,pos_only_smoothed,47.6,0.01,0x6ea869b0,0.0,0.0,0.0,0.0
609,1788706273.3837,16.65,1870.887,217.164,2096.907,0.0,50.5,48.0,0.48,pos_only_smoothed,47.7,0.11,0x6ea869b0,0.0,0.0,0.0,0.0
610,1788706273.4004,16.66,1870.948,217.163,2097.053,0.0,47.6,47.9,0.07,pos_only_smoothed,47.9,0.18,0x6ea869b0,0.0,0.0,0.0,0.0
611,1788706273.4171,16.66,1871.010,217.163,2097.200,0.0,45.2,47.5,0.44,pos_only_smoothed,47.8,0.02,0x6ea869b0,0.0,0.0,0.0,0.0
612,1788706273.4337,16.66,1871.132,217.162,2097.493,0.0,49.5,47.8,0.31,pos_only_smoothed,47.7,0.16,0x6ea869b0,0.0,0.0,0.0,0.0
613,1788706273.4504,16.66,1871.194,217.162,2097.640,0.0,46.7,47.6,0.17,pos_only_smoothed,47.7,0.01,0x6ea869b0,0.0,0.0,0.0,0.0
614,1788706273.4671,16.66,1871.318,217.161,2097.934,0.0,50.7,48.1,0.49,pos_only_smoothed,47.8,0.12,0x6ea869b0,0.0,0.0,0.0,0.0
615,1788706273.4837,16.66,1871.380,217.160,2098.081,0.0,47.8,48.1,0.05,pos_only_smoothed,48.0,0.19,0x6ea869b0,0.0,0.0,0.0,0.0
616,1788706273.5004,16.67,1871.504,217.159,2098.375,0.0,51.6,48.6,0.56,pos_only_smoothed,48.2,0.24,0x6ea869b0,0.0,0.0,0.0,0.0
617,1788706273.5171,16.66,1871.567,217.159,2098.523,0.0,48.5,48.6,0.02,pos_only_smoothed,48.5,0.26,0x6ea869b0,0.0,0.0,0.0,0.0
618,1788706273.5337,16.67,1871.630,217.158,2098.670,0.0,46.0,48.2,0.41,pos_only_smoothed,48.5,0.03,0x6ea869b0,0.0,0.0,0.0,0.0
619,1788706273.5504,16.66,1871.756,217.158,2098.965,0.0,50.2,48.5,0.32,pos_only_smoothed,48.4,0.13,0x6ea869b0,0.0,0.0,0.0,0.0
620,1788706273.5670,16.66,1871.819,217.157,2099.113,0.0,47.4,48.4,0.17,pos_only_smoothed,48.4,0.01,0x6ea869b0,0.0,0.0,0.0,0.0
621,1788706273.5837,16.67,1871.947,217.157,2099.408,0.0,51.4,48.8,0.48,pos_only_smoothed,48.5,0.11,0x6ea869b0,0.0,0.0,0.0,0.0
622,1788706273.6004,16.66,1872.011,217.156,2099.556,0.0,48.4,48.8,0.07,pos_only_smoothed,48.7,0.18,0x6ea869b0,0.0,0.0,0.0,0.0
623,1788706273.6170,16.66,1872.075,217.156,2099.704,0.0,46.0,48.3,0.45,pos_only_smoothed,48.7,0.03,0x6ea869b0,0.0,0.0,0.0,0.0
624,1788706273.6337,16.66,1872.205,217.156,2100.000,0.0,50.2,48.6,0.31,pos_only_smoothed,48.5,0.16,0x6ea869b0,0.0,0.0,0.0,0.0
625,1788706273.6504,16.66,1872.271,217.156,2100.147,0.0,47.5,48.4,0.19,pos_only_smoothed,48.5,0.01,0x6ea869b0,0.0,0.0,0.0,0.0
626,1788706273.6670,16.67,1872.401,217.156,2100.444,0.0,51.6,48.9,0.50,pos_only_smoothed,48.6,0.11,0x6ea869b0,0.0,0.0,0.0,0.0
627,1788706273.6837,16.66,1872.467,217.156,2100.592,0.0,48.6,48.9,0.06,pos_only_smoothed,48.8,0.19,0x6ea869b0,0.0,0.0,0.0,0.0
628,1788706273.7004,16.67,1872.599,217.156,2100.888,0.0,52.4,49.4,0.56,pos_only_smoothed,49.0,0.24,0x6ea869b0,0.0,0.0,0.0,0.0
629,1788706273.7170,16.66,1872.665,217.156,2101.037,0.0,49.3,49.4,0.02,pos_only_smoothed,49.3,0.26,0x6ea869b0,0.0,0.0,0.0,0.0
630,1788706273.7337,16.67,1872.732,217.156,2101.185,0.0,46.8,49.0,0.43,pos_only_smoothed,49.3,0.02,0x6ea869b0,0.0,0.0,0.0,0.0
631,1788706273.7504,16.66,1872.865,217.156,2101.482,0.0,51.0,49.3,0.31,pos_only_smoothed,49.2,0.14,0x6ea869b0,0.0,0.0,0.0,0.0
632,1788706273.7670,16.66,1872.932,217.156,2101.631,0.0,48.2,49.1,0.18,pos_only_smoothed,49.2,0.00,0x6ea869b0,0.0,0.0,0.0,0.0
633,1788706273.7837,16.66,1873.065,217.156,2101.929,0.0,52.2,49.6,0.48,pos_only_smoothed,49.3,0.11,0x6ea869b0,0.0,0.0,0.0,0.0
634,1788706273.8004,16.66,1873.131,217.156,2102.079,0.0,49.1,49.5,0.08,pos_only_smoothed,49.5,0.18,0x6ea869b0,0.0,0.0,0.0,0.0
635,1788706273.8170,16.67,1873.199,217.156,2102.228,0.0,46.7,49.1,0.46,pos_only_smoothed,49.4,0.03,0x6ea869b0,0.0,0.0,0.0,0.0
636,1788706273.8337,16.66,1873.332,217.156,2102.527,0.0,51.0,49.4,0.30,pos_only_smoothed,49.3,0.17,0x6ea869b0,0.0,0.0,0.0,0.0
637,1788706273.8503,16.66,1873.399,217.156,2102.677,0.0,48.2,49.2,0.19,pos_only_smoothed,49.3,0.01,0x6ea869b0,0.0,0.0,0.0,0.0
638,1788706273.8670,16.66,1873.534,217.156,2102.977,0.0,52.3,49.7,0.50,pos_only_smoothed,49.4,0.11,0x6ea869b0,0.0,0.0,0.0,0.0
639,1788706273.8837,16.66,1873.601,217.156,2103.127,0.0,49.3,49.6,0.07,pos_only_smoothed,49.6,0.18,0x6ea869b0,0.0,0.0,0.0,0.0
640,1788706273.9003,16.67,1873.736,217.157,2103.427,0.0,53.2,50.2,0.58,pos_only_smoothed,49.8,0.23,0x6ea869b0,0.0,0.0,0.0,0.0
641,1788706273.9170,16.66,1873.804,217.157,2103.577,0.0,50.0,50.2,0.03,pos_only_smoothed,50.1,0.27,0x6ea869b0,0.0,0.0,0.0,0.0
642,1788706273.9337,16.66,1873.872,217.157,2103.728,0.0,47.5,49.7,0.43,pos_only_smoothed,50.1,0.02,0x6ea869b0,0.0,0.0,0.0,0.0
643,1788706273.9503,16.67,1874.008,217.157,2104.029,0.0,51.8,50.1,0.33,pos_only_smoothed,49.9,0.14,0x6ea869b0,0.0,0.0,0.0,0.0
644,1788706273.9670,16.66,1874.076,217.157,2104.179,0.0,48.9,49.9,0.19,pos_only_smoothed,49.9,0.01,0x6ea869b0,0.0,0.0,0.0,0.0
645,1788706273.9837,16.66,1874.213,217.158,2104.480,0.0,52.9,50.4,0.48,pos_only_smoothed,50.1,0.11,0x6ea869b0,0.0,0.0,0.0,0.0
646,1788706274.0003,16.66,1874.281,217.158,2104.631,0.0,49.9,50.3,0.08,pos_only_smoothed,50.2,0.17,0x6ea869b0,0.0,0.0,0.0,0.0
647,1788706274.0170,16.66,1874.350,217.158,2104.782,0.0,47.3,49.8,0.47,pos_only_smoothed,50.2,0.04,0x6ea869b0,0.0,0.0,0.0,0.0
648,1788706274.0336,16.66,1874.488,217.158,2105.083,0.0,51.7,50.1,0.31,pos_only_smoothed,50.0,0.18,0x6ea869b0,0.0,0.0,0.0,0.0
649,1788706274.0503,16.67,1874.557,217.159,2105.235,0.0,48.9,49.9,0.20,pos_only_smoothed,50.0,0.01,0x6ea869b0,0.0,0.0,0.0,0.0
650,1788706274.0670,16.67,1874.695,217.159,2105.537,0.0,53.0,50.4,0.49,pos_only_smoothed,50.1,0.10,0x6ea869b0,0.0,0.0,0.0,0.0
651,1788706274.0836,16.66,1874.765,217.159,2105.688,0.0,49.9,50.3,0.08,pos_only_smoothed,50.3,0.18,0x6ea869b0,0.0,0.0,0.0,0.0
652,1788706274.1003,16.67,1874.903,217.159,2105.991,0.0,53.9,50.9,0.57,pos_only_smoothed,50.5,0.23,0x6ea869b0,0.0,0.0,0.0,0.0
653,1788706274.1170,16.67,1874.973,217.159,2106.143,0.0,50.7,50.9,0.04,pos_only_smoothed,50.7,0.25,0x6ea869b0,0.0,0.0,0.0,0.0
654,1788706274.1337,16.66,1875.042,217.160,2106.295,0.0,48.0,50.4,0.45,pos_only_smoothed,50.8,0.01,0x6ea869b0,0.0,0.0,0.0,0.0
655,1788706274.1503,16.67,1875.182,217.160,2106.599,0.0,52.4,50.7,0.33,pos_only_smoothed,50.6,0.16,0x6ea869b0,0.0,0.0,0.0,0.0
656,1788706274.1670,16.67,1875.251,217.160,2106.751,0.0,49.5,50.5,0.20,pos_only_smoothed,50.6,0.00,0x6ea869b0,0.0,0.0,0.0,0.0
657,1788706274.1837,16.66,1875.391,217.159,2107.056,0.0,53.6,51.0,0.49,pos_only_smoothed,50.7,0.10,0x6ea869b0,0.0,0.0,0.0,0.0
658,1788706274.2003,16.66,1875.460,217.159,2107.208,0.0,50.5,50.9,0.09,pos_only_smoothed,50.9,0.17,0x6ea869b0,0.0,0.0,0.0,0.0
659,1788706274.2170,16.66,1875.530,217.159,2107.361,0.0,47.9,50.5,0.48,pos_only_smoothed,50.8,0.04,0x6ea869b0,0.0,0.0,0.0,0.0
660,1788706274.2336,16.66,1875.670,217.159,2107.666,0.0,52.4,50.8,0.31,pos_only_smoothed,50.6,0.19,0x6ea869b0,0.0,0.0,0.0,0.0
661,1788706274.2503,16.66,1875.740,217.159,2107.819,0.0,49.5,50.6,0.20,pos_only_smoothed,50.6,0.02,0x6ea869b0,0.0,0.0,0.0,0.0
662,1788706274.2670,16.67,1875.880,217.158,2108.126,0.0,53.7,51.1,0.50,pos_only_smoothed,50.7,0.10,0x6ea869b0,0.0,0.0,0.0,0.0
663,1788706274.2836,16.66,1875.951,217.158,2108.279,0.0,50.6,51.0,0.07,pos_only_smoothed,50.9,0.18,0x6ea869b0,0.0,0.0,0.0,0.0
664,1788706274.3003,16.67,1876.091,217.157,2108.586,0.0,54.6,51.6,0.58,pos_only_smoothed,51.1,0.23,0x6ea869b0,0.0,0.0,0.0,0.0
665,1788706274.3170,16.66,1876.162,217.157,2108.740,0.0,51.3,51.5,0.04,pos_only_smoothed,51.4,0.26,0x6ea869b0,0.0,0.0,0.0,0.0
666,1788706274.3336,16.65,1876.232,217.157,2108.894,0.0,48.7,51.1,0.45,pos_only_smoothed,51.4,0.01,0x6ea869b0,0.0,0.0,0.0,0.0
667,1788706274.3503,16.66,1876.373,217.156,2109.202,0.0,53.1,51.4,0.32,pos_only_smoothed,51.3,0.15,0x6ea869b0,0.0,0.0,0.0,0.0
668,1788706274.3670,16.66,1876.444,217.156,2109.356,0.0,50.1,51.2,0.21,pos_only_smoothed,51.3,0.00,0x6ea869b0,0.0,0.0,0.0,0.0
669,1788706274.3836,16.66,1876.585,217.155,2109.665,0.0,54.3,51.7,0.51,pos_only_smoothed,51.4,0.10,0x6ea869b0,0.0,0.0,0.0,0.0
670,1788706274.4003,16.66,1876.656,217.155,2109.820,0.0,51.2,51.6,0.08,pos_only_smoothed,51.5,0.18,0x6ea869b0,0.0,0.0,0.0,0.0
671,1788706274.4169,16.66,1876.727,217.155,2109.975,0.0,48.6,51.1,0.48,pos_only_smoothed,51.5,0.03,0x6ea869b0,0.0,0.0,0.0,0.0
672,1788706274.4336,16.67,1876.869,217.154,2110.285,0.0,53.1,51.4,0.32,pos_only_smoothed,51.3,0.18,0x6ea869b0,0.0,0.0,0.0,0.0
673,1788706274.4503,16.66,1876.940,217.154,2110.440,0.0,50.2,51.2,0.21,pos_only_smoothed,51.3,0.01,0x6ea869b0,0.0,0.0,0.0,0.0
674,1788706274.4669,16.67,1877.082,217.154,2110.751,0.0,54.5,51.8,0.52,pos_only_smoothed,51.4,0.11,0x6ea869b0,0.0,0.0,0.0,0.0
675,1788706274.4836,16.66,1877.153,217.154,2110.906,0.0,51.3,51.7,0.08,pos_only_smoothed,51.6,0.19,0x6ea869b0,0.0,0.0,0.0,0.0
676,1788706274.5003,16.67,1877.296,217.154,2111.218,0.0,55.4,52.3,0.59,pos_only_smoothed,51.8,0.24,0x6ea869b0,0.0,0.0,0.0,0.0
677,1788706274.5169,16.66,1877.367,217.154,2111.374,0.0,52.1,52.2,0.03,pos_only_smoothed,52.1,0.27,0x6ea869b0,0.0,0.0,0.0,0.0
678,1788706274.5336,16.66,1877.439,217.154,2111.530,0.0,49.4,51.8,0.46,pos_only_smoothed,52.1,0.02,0x6ea869b0,0.0,0.0,0.0,0.0
679,1788706274.5503,16.66,1877.582,217.154,2111.843,0.0,53.8,52.1,0.33,pos_only_smoothed,52.0,0.15,0x6ea869b0,0.0,0.0,0.0,0.0
680,1788706274.5669,16.66,1877.654,217.155,2112.000,0.0,50.9,51.9,0.19,pos_only_smoothed,52.0,0.00,0x6ea869b0,0.0,0.0,0.0,0.0
681,1788706274.5836,16.66,1877.797,217.155,2112.313,0.0,55.1,52.4,0.51,pos_only_smoothed,52.1,0.11,0x6ea869b0,0.0,0.0,0.0,0.0
682,1788706274.6003,16.66,1877.869,217.155,2112.470,0.0,51.9,52.3,0.09,pos_only_smoothed,52.3,0.18,0x6ea869b0,0.0,0.0,0.0,0.0
683,1788706274.6169,16.66,1877.941,217.156,2112.627,0.0,49.3,51.8,0.49,pos_only_smoothed,52.2,0.04,0x6ea869b0,0.0,0.0,0.0,0.0
684,1788706274.6336,16.66,1878.084,217.157,2112.941,0.0,53.8,52.2,0.31,pos_only_smoothed,52.0,0.19,0x6ea869b0,0.0,0.0,0.0,0.0
685,1788706274.6502,16.66,1878.157,217.157,2113.098,0.0,50.9,52.0,0.21,pos_only_smoothed,52.0,0.02,0x6ea869b0,0.0,0.0,0.0,0.0
686,1788706274.6669,16.66,1878.301,217.158,2113.413,0.0,55.2,52.5,0.51,pos_only_smoothed,52.1,0.10,0x6ea869b0,0.0,0.0,0.0,0.0
687,1788706274.6836,16.66,1878.373,217.159,2113.571,0.0,52.0,52.4,0.08,pos_only_smoothed,52.3,0.18,0x6ea869b0,0.0,0.0,0.0,0.0
688,1788706274.7002,16.66,1878.517,217.160,2113.887,0.0,56.2,53.0,0.60,pos_only_smoothed,52.6,0.24,0x6ea869b0,0.0,0.0,0.0,0.0
689,1788706274.7169,16.66,1878.590,217.161,2114.045,0.0,52.8,53.0,0.03,pos_only_smoothed,52.8,0.28,0x6ea869b0,0.0,0.0,0.0,0.0
690,1788706274.7336,16.67,1878.662,217.161,2114.203,0.0,50.0,52.5,0.47,pos_only_smoothed,52.9,0.02,0x6ea869b0,0.0,0.0,0.0,0.0
691,1788706274.7502,16.66,1878.807,217.162,2114.519,0.0,54.6,52.8,0.34,pos_only_smoothed,52.7,0.16,0x6ea869b0,0.0,0.0,0.0,0.0
692,1788706274.7669,16.66,1878.880,217.163,2114.678,0.0,51.6,52.6,0.20,pos_only_smoothed,52.7,0.00,0x6ea869b0,0.0,0.0,0.0,0.0
693,1788706274.7836,16.66,1879.025,217.164,2114.995,0.0,55.8,53.1,0.51,pos_only_smoothed,52.8,0.11,0x6ea869b0,0.0,0.0,0.0,0.0
694,1788706274.8002,16.62,1879.097,217.165,2115.154,0.0,52.6,53.0,0.09,pos_only_smoothed,53.0,0.18,0x6ea869b0,0.0,0.0,0.0,0.0
695,1788706274.8168,16.66,1879.170,217.166,2115.312,0.0,49.9,52.5,0.50,pos_only_smoothed,52.9,0.04,0x6ea869b0,0.0,0.0,0.0,0.0
696,1788706274.8335,16.66,1879.316,217.167,2115.630,0.0,54.5,52.9,0.31,pos_only_smoothed,52.8,0.20,0x6ea869b0,0.0,0.0,0.0,0.0
697,1788706274.8502,16.67,1879.389,217.167,2115.790,0.0,51.5,52.6,0.21,pos_only_smoothed,52.7,0.02,0x6ea869b0,0.0,0.0,0.0,0.0
698,1788706274.8668,16.66,1879.534,217.168,2116.108,0.0,55.9,53.2,0.52,pos_only_smoothed,52.8,0.10,0x6ea869b0,0.0,0.0,0.0,0.0
699,1788706274.8835,16.66,1879.607,217.168,2116.267,0.0,52.6,53.1,0.09,pos_only_smoothed,53.0,0.18,0x6ea869b0,0.0,0.0,0.0,0.0
700,1788706274.9002,16.67,1879.753,217.168,2116.586,0.0,56.8,53.7,0.59,pos_only_smoothed,53.2,0.23,0x6ea869b0,0.0,0.0,0.0,0.0
701,1788706274.9168,16.66,1879.826,217.169,2116.746,0.0,53.4,53.6,0.04,pos_only_smoothed,53.5,0.26,0x6ea869b0,0.0,0.0,0.0,0.0
702,1788706274.9335,16.66,1879.900,217.169,2116.906,0.0,50.6,53.1,0.48,pos_only_smoothed,53.5,0.01,0x6ea869b0,0.0,0.0,0.0,0.0
703,1788706274.9502,16.67,1880.046,217.169,2117.226,0.0,55.2,53.5,0.32,pos_only_smoothed,53.3,0.17,0x6ea869b0,0.0,0.0,0.0,0.0
704,1788706274.9668,16.66,1880.119,217.169,2117.386,0.0,52.1,53.2,0.22,pos_only_smoothed,53.3,0.01,0x6ea869b0,0.0,0.0,0.0,0.0
705,1788706274.9835,16.67,1880.266,217.169,2117.706,0.0,56.4,53.8,0.50,pos_only_smoothed,53.4,0.10,0x6ea869b0,0.0,0.0,0.0,0.0
706,1788706275.0002,16.66,1880.340,217.169,2117.867,0.0,53.1,53.6,0.10,pos_only_smoothed,53.6,0.17,0x6ea869b0,0.0,0.0,0.0,0.0
707,1788706275.0168,16.66,1880.413,217.169,2118.027,0.0,50.4,53.1,0.52,pos_only_smoothed,53.5,0.05,0x6ea869b0,0.0,0.0,0.0,0.0
708,1788706275.0335,16.66,1880.560,217.169,2118.349,0.0,55.1,53.4,0.31,pos_only_smoothed,53.3,0.21,0x6ea869b0,0.0,0.0,0.0,0.0
709,1788706275.0502,16.66,1880.634,217.169,2118.510,0.0,52.0,53.2,0.22,pos_only_smoothed,53.3,0.03,0x6ea869b0,0.0,0.0,0.0,0.0
710,1788706275.0668,16.66,1880.782,217.169,2118.833,0.0,56.5,53.8,0.53,pos_only_smoothed,53.4,0.10,0x6ea869b0,0.0,0.0,0.0,0.0
711,1788706275.0835,16.67,1880.856,217.169,2118.994,0.0,53.2,53.7,0.08,pos_only_smoothed,53.6,0.19,0x6ea869b0,0.0,0.0,0.0,0.0
712,1788706275.1001,16.66,1881.003,217.168,2119.317,0.0,57.5,54.3,0.61,pos_only_smoothed,53.8,0.25,0x6ea869b0,0.0,0.0,0.0,0.0
713,1788706275.1168,16.66,1881.077,217.168,2119.478,0.0,54.0,54.2,0.04,pos_only_smoothed,54.1,0.28,0x6ea869b0,0.0,0.0,0.0,0.0
714,1788706275.1335,16.66,1881.151,217.168,2119.640,0.0,51.2,53.8,0.48,pos_only_smoothed,54.1,0.01,0x6ea869b0,0.0,0.0,0.0,0.0
715,1788706275.1501,16.66,1881.299,217.167,2119.963,0.0,55.9,54.1,0.34,pos_only_smoothed,54.0,0.17,0x6ea869b0,0.0,0.0,0.0,0.0
716,1788706275.1668,16.66,1881.373,217.167,2120.124,0.0,52.7,53.9,0.23,pos_only_smoothed,54.0,0.01,0x6ea869b0,0.0,0.0,0.0,0.0
717,1788706275.1835,16.66,1881.520,217.166,2120.447,0.0,57.0,54.4,0.50,pos_only_smoothed,54.1,0.10,0x6ea869b0,0.0,0.0,0.0,0.0
718,1788706275.2001,16.67,1881.594,217.166,2120.608,0.0,53.6,54.3,0.12,pos_only_smoothed,54.2,0.16,0x6ea869b0,0.0,0.0,0.0,0.0
719,1788706275.2168,16.66,1881.668,217.166,2120.770,0.0,50.9,53.7,0.54,pos_only_smoothed,54.1,0.07,0x6ea869b0,0.0,0.0,0.0,0.0
720,1788706275.2335,16.66,1881.816,217.165,2121.092,0.0,55.5,54.0,0.28,pos_only_smoothed,53.9,0.23,0x6ea869b0,0.0,0.0,0.0,0.0
721,1788706275.2501,16.67,1881.890,217.165,2121.254,0.0,52.4,53.7,0.25,pos_only_smoothed,53.9,0.05,0x6ea869b0,0.0,0.0,0.0,0.0
722,1788706275.2668,16.66,1882.037,217.165,2121.576,0.0,56.7,54.2,0.48,pos_only_smoothed,53.9,0.07,0x6ea869b0,0.0,0.0,0.0,0.0
723,1788706275.2834,16.67,1882.111,217.165,2121.738,0.0,53.5,54.1,0.12,pos_only_smoothed,54.1,0.15,0x6ea869b0,0.0,0.0,0.0,0.0
724,1788706275.3001,16.66,1882.259,217.165,2122.061,0.0,57.6,54.7,0.57,pos_only_smoothed,54.3,0.20,0x6ea869b0,0.0,0.0,0.0,0.0
725,1788706275.3168,16.66,1882.333,217.165,2122.223,0.0,54.2,54.6,0.08,pos_only_smoothed,54.5,0.23,0x6ea869b0,0.0,0.0,0.0,0.0
726,1788706275.3334,16.66,1882.407,217.165,2122.385,0.0,51.4,54.1,0.51,pos_only_smoothed,54.5,0.03,0x6ea869b0,0.0,0.0,0.0,0.0
727,1788706275.3501,16.66,1882.556,217.166,2122.709,0.0,56.0,54.4,0.30,pos_only_smoothed,54.3,0.20,0x6ea869b0,0.0,0.0,0.0,0.0
