frame_id,timestamp,dt_ms,my_x,my_y,my_z,raw_kmh,pos_delta_kmh,v296_kmh,v296_delta_kmh,v296_source,latest_kmh,latest_delta_kmh,latest_source,diff_kmh
438,1788706270.5343,16.66,1857.586,217.166,2065.135,0.0,40.7,38.2,0.46,pos_only_smoothed,37.9,0.20,pos_only_smoothed,0.34
439,1788706270.5510,16.66,1857.635,217.167,2065.251,0.0,38.2,38.2,0.00,pos_only_smoothed,38.1,0.22,pos_only_smoothed,0.12
440,1788706270.5676,16.66,1857.684,217.167,2065.368,0.0,36.3,37.9,0.31,pos_only_smoothed,38.2,0.04,pos_only_smoothed,0.23
441,1788706270.5843,16.66,1857.782,217.169,2065.602,0.0,39.6,38.2,0.27,pos_only_smoothed,38.1,0.09,pos_only_smoothed,0.12
442,1788706270.6010,16.66,1857.831,217.169,2065.719,0.0,37.4,38.1,0.13,pos_only_smoothed,38.1,0.03,pos_only_smoothed,0.03
443,1788706270.6176,16.66,1857.929,217.171,2065.953,0.0,40.6,38.5,0.40,pos_only_smoothed,38.2,0.10,pos_only_smoothed,0.27
444,1788706270.6343,16.66,1857.978,217.172,2066.071,0.0,38.2,38.4,0.04,pos_only_smoothed,38.4,0.16,pos_only_smoothed,0.07
445,1788706270.6510,16.66,1858.027,217.172,2066.189,0.0,36.3,38.1,0.34,pos_only_smoothed,38.4,0.00,pos_only_smoothed,0.27
446,1788706270.6676,16.66,1858.126,217.174,2066.424,0.0,39.7,38.4,0.26,pos_only_smoothed,38.3,0.12,pos_only_smoothed,0.11
447,1788706270.6843,16.66,1858.175,217.174,2066.542,0.0,37.5,38.2,0.13,pos_only_smoothed,38.3,0.01,pos_only_smoothed,0.03
448,1788706270.7010,16.66,1858.274,217.175,2066.777,0.0,40.7,38.6,0.39,pos_only_smoothed,38.4,0.10,pos_only_smoothed,0.26
449,1788706270.7176,16.66,1858.323,217.176,2066.895,0.0,38.3,38.6,0.04,pos_only_smoothed,38.5,0.15,pos_only_smoothed,0.06
450,1788706270.7343,16.66,1858.422,217.177,2067.132,0.0,41.4,39.0,0.45,pos_only_smoothed,38.7,0.19,pos_only_smoothed,0.33
451,1788706270.7509,16.66,1858.471,217.177,2067.250,0.0,38.9,39.0,0.01,pos_only_smoothed,38.9,0.21,pos_only_smoothed,0.10
452,1788706270.7676,16.66,1858.521,217.178,2067.368,0.0,36.9,38.7,0.34,pos_only_smoothed,38.9,0.02,pos_only_smoothed,0.26
453,1788706270.7843,16.66,1858.620,217.179,2067.605,0.0,40.2,38.9,0.25,pos_only_smoothed,38.8,0.11,pos_only_smoothed,0.10
454,1788706270.8009,16.66,1858.669,217.179,2067.724,0.0,38.0,38.8,0.15,pos_only_smoothed,38.8,0.00,pos_only_smoothed,0.05
455,1788706270.8176,16.66,1858.769,217.180,2067.961,0.0,41.1,39.2,0.38,pos_only_smoothed,38.9,0.08,pos_only_smoothed,0.25
456,1788706270.8343,16.66,1858.818,217.180,2068.080,0.0,38.7,39.1,0.07,pos_only_smoothed,39.0,0.14,pos_only_smoothed,0.04
457,1788706270.8509,16.66,1858.868,217.180,2068.198,0.0,36.8,38.7,0.37,pos_only_smoothed,39.0,0.03,pos_only_smoothed,0.30
458,1788706270.8676,16.66,1858.968,217.181,2068.436,0.0,40.2,38.9,0.23,pos_only_smoothed,38.9,0.14,pos_only_smoothed,0.08
459,1788706270.8842,16.66,1859.017,217.181,2068.555,0.0,38.0,38.8,0.16,pos_only_smoothed,38.9,0.02,pos_only_smoothed,0.06
460,1788706270.9009,16.67,1859.117,217.181,2068.794,0.0,41.2,39.2,0.38,pos_only_smoothed,38.9,0.07,pos_only_smoothed,0.25
461,1788706270.9176,16.66,1859.167,217.181,2068.913,0.0,38.8,39.1,0.06,pos_only_smoothed,39.1,0.14,pos_only_smoothed,0.05
462,1788706270.9342,16.66,1859.267,217.180,2069.152,0.0,41.9,39.6,0.45,pos_only_smoothed,39.2,0.18,pos_only_smoothed,0.32
463,1788706270.9509,16.66,1859.317,217.180,2069.272,0.0,39.4,39.5,0.02,pos_only_smoothed,39.4,0.20,pos_only_smoothed,0.09
464,1788706270.9676,16.66,1859.367,217.180,2069.392,0.0,37.4,39.2,0.35,pos_only_smoothed,39.5,0.01,pos_only_smoothed,0.27
465,1788706270.9842,16.62,1859.468,217.179,2069.632,0.0,40.8,39.4,0.26,pos_only_smoothed,39.3,0.12,pos_only_smoothed,0.11
466,1788706271.0008,16.66,1859.518,217.178,2069.752,0.0,38.5,39.3,0.15,pos_only_smoothed,39.3,0.01,pos_only_smoothed,0.05
467,1788706271.0175,16.65,1859.619,217.177,2069.992,0.0,41.7,39.7,0.38,pos_only_smoothed,39.4,0.09,pos_only_smoothed,0.25
468,1788706271.0342,16.66,1859.669,217.176,2070.113,0.0,39.3,39.6,0.07,pos_only_smoothed,39.6,0.14,pos_only_smoothed,0.05
469,1788706271.0508,16.66,1859.720,217.175,2070.234,0.0,37.3,39.3,0.37,pos_only_smoothed,39.5,0.03,pos_only_smoothed,0.29
470,1788706271.0675,16.66,1859.821,217.173,2070.476,0.0,40.8,39.5,0.25,pos_only_smoothed,39.4,0.14,pos_only_smoothed,0.09
471,1788706271.0842,16.66,1859.872,217.173,2070.598,0.0,38.6,39.3,0.15,pos_only_smoothed,39.4,0.01,pos_only_smoothed,0.05
472,1788706271.1008,16.67,1859.974,217.171,2070.841,0.0,41.9,39.8,0.41,pos_only_smoothed,39.5,0.09,pos_only_smoothed,0.27
473,1788706271.1175,16.66,1860.025,217.170,2070.963,0.0,39.5,39.7,0.04,pos_only_smoothed,39.6,0.16,pos_only_smoothed,0.07
474,1788706271.1342,16.67,1860.127,217.168,2071.208,0.0,42.7,40.2,0.48,pos_only_smoothed,39.8,0.20,pos_only_smoothed,0.35
475,1788706271.1508,16.66,1860.178,217.167,2071.330,0.0,40.2,40.2,0.00,pos_only_smoothed,40.1,0.23,pos_only_smoothed,0.12
476,1788706271.1675,16.66,1860.230,217.166,2071.452,0.0,38.1,39.9,0.34,pos_only_smoothed,40.1,0.03,pos_only_smoothed,0.25
477,1788706271.1841,16.66,1860.333,217.164,2071.698,0.0,41.6,40.1,0.29,pos_only_smoothed,40.0,0.10,pos_only_smoothed,0.13
478,1788706271.2008,16.66,1860.384,217.163,2071.822,0.0,39.3,40.0,0.13,pos_only_smoothed,40.0,0.03,pos_only_smoothed,0.02
479,1788706271.2175,16.67,1860.488,217.161,2072.069,0.0,42.7,40.4,0.42,pos_only_smoothed,40.2,0.11,pos_only_smoothed,0.29
480,1788706271.2341,16.66,1860.539,217.161,2072.193,0.0,40.2,40.4,0.04,pos_only_smoothed,40.3,0.17,pos_only_smoothed,0.08
481,1788706271.2508,16.66,1860.591,217.160,2072.316,0.0,38.2,40.0,0.36,pos_only_smoothed,40.3,0.00,pos_only_smoothed,0.28
482,1788706271.2675,16.66,1860.695,217.159,2072.565,0.0,41.8,40.3,0.28,pos_only_smoothed,40.2,0.12,pos_only_smoothed,0.12
483,1788706271.2841,16.66,1860.747,217.158,2072.690,0.0,39.5,40.2,0.13,pos_only_smoothed,40.2,0.02,pos_only_smoothed,0.03
484,1788706271.3008,16.67,1860.852,217.157,2072.939,0.0,42.9,40.6,0.43,pos_only_smoothed,40.3,0.11,pos_only_smoothed,0.29
485,1788706271.3175,16.66,1860.904,217.157,2073.064,0.0,40.4,40.6,0.03,pos_only_smoothed,40.5,0.18,pos_only_smoothed,0.09
486,1788706271.3341,16.67,1861.009,217.156,2073.314,0.0,43.7,41.1,0.50,pos_only_smoothed,40.7,0.22,pos_only_smoothed,0.37
487,1788706271.3508,16.67,1861.062,217.156,2073.440,0.0,41.2,41.1,0.01,pos_only_smoothed,41.0,0.25,pos_only_smoothed,0.13
488,1788706271.3675,16.66,1861.114,217.156,2073.566,0.0,39.0,40.8,0.33,pos_only_smoothed,41.0,0.05,pos_only_smoothed,0.24
489,1788706271.3841,16.67,1861.219,217.156,2073.817,0.0,42.6,41.1,0.30,pos_only_smoothed,40.9,0.09,pos_only_smoothed,0.14
490,1788706271.4008,16.67,1861.272,217.156,2073.944,0.0,40.3,41.0,0.12,pos_only_smoothed,41.0,0.04,pos_only_smoothed,0.02
491,1788706271.4175,16.66,1861.378,217.156,2074.195,0.0,43.6,41.4,0.43,pos_only_smoothed,41.1,0.12,pos_only_smoothed,0.29
492,1788706271.4341,16.67,1861.431,217.156,2074.322,0.0,41.1,41.3,0.04,pos_only_smoothed,41.3,0.17,pos_only_smoothed,0.08
493,1788706271.4508,16.66,1861.484,217.156,2074.448,0.0,39.0,41.0,0.37,pos_only_smoothed,41.3,0.00,pos_only_smoothed,0.29
494,1788706271.4674,16.66,1861.589,217.157,2074.701,0.0,42.7,41.3,0.28,pos_only_smoothed,41.1,0.12,pos_only_smoothed,0.12
495,1788706271.4841,16.67,1861.643,217.158,2074.828,0.0,40.4,41.1,0.14,pos_only_smoothed,41.1,0.01,pos_only_smoothed,0.04
496,1788706271.5008,16.67,1861.749,217.159,2075.081,0.0,43.8,41.5,0.42,pos_only_smoothed,41.3,0.10,pos_only_smoothed,0.28
497,1788706271.5174,16.66,1861.802,217.160,2075.208,0.0,41.2,41.5,0.05,pos_only_smoothed,41.4,0.16,pos_only_smoothed,0.07
498,1788706271.5341,16.67,1861.855,217.161,2075.335,0.0,39.2,41.1,0.37,pos_only_smoothed,41.4,0.01,pos_only_smoothed,0.29
499,1788706271.5508,16.66,1861.961,217.162,2075.589,0.0,42.8,41.4,0.27,pos_only_smoothed,41.3,0.13,pos_only_smoothed,0.11
500,1788706271.5674,16.66,1862.015,217.163,2075.717,0.0,40.5,41.2,0.14,pos_only_smoothed,41.3,0.01,pos_only_smoothed,0.04
501,1788706271.5841,16.67,1862.121,217.165,2075.971,0.0,43.9,41.7,0.42,pos_only_smoothed,41.4,0.10,pos_only_smoothed,0.28
502,1788706271.6008,16.66,1862.174,217.167,2076.098,0.0,41.3,41.6,0.05,pos_only_smoothed,41.6,0.16,pos_only_smoothed,0.07
503,1788706271.6174,16.67,1862.281,217.169,2076.353,0.0,44.7,42.1,0.49,pos_only_smoothed,41.8,0.20,pos_only_smoothed,0.36
504,1788706271.6341,16.66,1862.335,217.170,2076.481,0.0,42.0,42.1,0.01,pos_only_smoothed,42.0,0.23,pos_only_smoothed,0.11
505,1788706271.6508,16.66,1862.388,217.171,2076.609,0.0,39.8,41.7,0.36,pos_only_smoothed,42.0,0.03,pos_only_smoothed,0.27
506,1788706271.6674,16.67,1862.495,217.173,2076.864,0.0,43.5,42.0,0.28,pos_only_smoothed,41.9,0.11,pos_only_smoothed,0.12
507,1788706271.6841,16.62,1862.548,217.173,2076.992,0.0,41.0,41.9,0.16,pos_only_smoothed,41.9,0.01,pos_only_smoothed,0.05
508,1788706271.7007,16.67,1862.656,217.175,2077.248,0.0,44.5,42.3,0.42,pos_only_smoothed,42.0,0.09,pos_only_smoothed,0.28
509,1788706271.7174,16.66,1862.709,217.176,2077.376,0.0,41.9,42.2,0.07,pos_only_smoothed,42.2,0.15,pos_only_smoothed,0.05
510,1788706271.7340,16.66,1862.763,217.176,2077.505,0.0,39.8,41.8,0.39,pos_only_smoothed,42.1,0.03,pos_only_smoothed,0.31
511,1788706271.7507,16.66,1862.871,217.177,2077.761,0.0,43.4,42.1,0.25,pos_only_smoothed,42.0,0.15,pos_only_smoothed,0.09
512,1788706271.7674,16.65,1862.924,217.177,2077.890,0.0,41.0,41.9,0.17,pos_only_smoothed,42.0,0.01,pos_only_smoothed,0.07
513,1788706271.7840,16.66,1863.032,217.178,2078.147,0.0,44.5,42.3,0.42,pos_only_smoothed,42.0,0.08,pos_only_smoothed,0.27
514,1788706271.8007,16.66,1863.086,217.178,2078.276,0.0,41.9,42.3,0.06,pos_only_smoothed,42.2,0.15,pos_only_smoothed,0.06
515,1788706271.8174,16.68,1863.194,217.178,2078.534,0.0,45.2,42.7,0.48,pos_only_smoothed,42.4,0.19,pos_only_smoothed,0.34
516,1788706271.8340,16.66,1863.248,217.178,2078.663,0.0,42.5,42.7,0.03,pos_only_smoothed,42.6,0.21,pos_only_smoothed,0.10
517,1788706271.8507,16.66,1863.302,217.177,2078.792,0.0,40.3,42.3,0.38,pos_only_smoothed,42.6,0.01,pos_only_smoothed,0.29
518,1788706271.8674,16.66,1863.411,217.176,2079.052,0.0,44.0,42.6,0.27,pos_only_smoothed,42.5,0.13,pos_only_smoothed,0.11
519,1788706271.8840,16.66,1863.465,217.176,2079.181,0.0,41.5,42.4,0.17,pos_only_smoothed,42.5,0.00,pos_only_smoothed,0.06
520,1788706271.9007,16.66,1863.573,217.174,2079.441,0.0,45.0,42.8,0.41,pos_only_smoothed,42.6,0.09,pos_only_smoothed,0.27
521,1788706271.9173,16.66,1863.628,217.173,2079.571,0.0,42.4,42.8,0.07,pos_only_smoothed,42.7,0.15,pos_only_smoothed,0.05
522,1788706271.9340,16.66,1863.683,217.172,2079.701,0.0,40.2,42.4,0.40,pos_only_smoothed,42.7,0.03,pos_only_smoothed,0.32
523,1788706271.9507,16.66,1863.792,217.170,2079.962,0.0,44.0,42.6,0.26,pos_only_smoothed,42.5,0.15,pos_only_smoothed,0.09
524,1788706271.9673,16.66,1863.847,217.169,2080.093,0.0,41.6,42.5,0.16,pos_only_smoothed,42.5,0.01,pos_only_smoothed,0.06
525,1788706271.9840,16.66,1863.956,217.167,2080.355,0.0,45.1,42.9,0.43,pos_only_smoothed,42.6,0.09,pos_only_smoothed,0.28
526,1788706272.0007,16.67,1864.011,217.166,2080.486,0.0,42.5,42.8,0.06,pos_only_smoothed,42.8,0.16,pos_only_smoothed,0.06
527,1788706272.0173,16.67,1864.121,217.164,2080.749,0.0,46.0,43.3,0.51,pos_only_smoothed,43.0,0.20,pos_only_smoothed,0.37
528,1788706272.0340,16.66,1864.177,217.163,2080.881,0.0,43.3,43.3,0.01,pos_only_smoothed,43.2,0.24,pos_only_smoothed,0.12
529,1788706272.0507,16.66,1864.232,217.162,2081.013,0.0,41.0,43.0,0.37,pos_only_smoothed,43.2,0.03,pos_only_smoothed,0.28
530,1788706272.0673,16.66,1864.343,217.161,2081.278,0.0,44.9,43.3,0.31,pos_only_smoothed,43.1,0.11,pos_only_smoothed,0.14
531,1788706272.0840,16.66,1864.398,217.160,2081.410,0.0,42.3,43.1,0.15,pos_only_smoothed,43.1,0.02,pos_only_smoothed,0.03
532,1788706272.1007,16.66,1864.510,217.159,2081.677,0.0,46.0,43.6,0.45,pos_only_smoothed,43.3,0.12,pos_only_smoothed,0.30
533,1788706272.1173,16.66,1864.565,217.158,2081.810,0.0,43.3,43.5,0.04,pos_only_smoothed,43.4,0.18,pos_only_smoothed,0.08
534,1788706272.1340,16.66,1864.621,217.158,2081.943,0.0,41.1,43.1,0.39,pos_only_smoothed,43.4,0.00,pos_only_smoothed,0.30
535,1788706272.1506,16.67,1864.733,217.158,2082.210,0.0,45.0,43.4,0.30,pos_only_smoothed,43.3,0.13,pos_only_smoothed,0.13
536,1788706272.1673,16.66,1864.789,217.157,2082.344,0.0,42.5,43.3,0.14,pos_only_smoothed,43.3,0.02,pos_only_smoothed,0.03
537,1788706272.1840,16.66,1864.902,217.157,2082.613,0.0,46.2,43.8,0.47,pos_only_smoothed,43.4,0.12,pos_only_smoothed,0.31
538,1788706272.2006,16.66,1864.958,217.157,2082.747,0.0,43.6,43.7,0.03,pos_only_smoothed,43.6,0.19,pos_only_smoothed,0.09
539,1788706272.2173,16.68,1865.071,217.156,2083.016,0.0,47.0,44.3,0.53,pos_only_smoothed,43.9,0.23,pos_only_smoothed,0.39
540,1788706272.2340,16.66,1865.127,217.156,2083.151,0.0,44.2,44.3,0.00,pos_only_smoothed,44.1,0.26,pos_only_smoothed,0.13
541,1788706272.2506,16.66,1865.183,217.156,2083.286,0.0,42.0,43.9,0.36,pos_only_smoothed,44.2,0.04,pos_only_smoothed,0.27
542,1788706272.2673,16.66,1865.297,217.156,2083.556,0.0,45.8,44.2,0.31,pos_only_smoothed,44.1,0.11,pos_only_smoothed,0.14
543,1788706272.2840,16.66,1865.353,217.156,2083.691,0.0,43.2,44.0,0.16,pos_only_smoothed,44.1,0.02,pos_only_smoothed,0.04
544,1788706272.3006,16.66,1865.467,217.155,2083.962,0.0,46.9,44.5,0.46,pos_only_smoothed,44.2,0.11,pos_only_smoothed,0.31
545,1788706272.3173,16.66,1865.523,217.155,2084.098,0.0,44.2,44.5,0.05,pos_only_smoothed,44.4,0.18,pos_only_smoothed,0.08
546,1788706272.3340,16.66,1865.580,217.155,2084.233,0.0,41.9,44.0,0.41,pos_only_smoothed,44.4,0.01,pos_only_smoothed,0.32
547,1788706272.3506,16.66,1865.694,217.155,2084.505,0.0,45.9,44.3,0.29,pos_only_smoothed,44.2,0.14,pos_only_smoothed,0.12
548,1788706272.3673,16.66,1865.751,217.155,2084.641,0.0,43.3,44.2,0.16,pos_only_smoothed,44.2,0.01,pos_only_smoothed,0.05
549,1788706272.3839,16.67,1865.865,217.155,2084.912,0.0,47.0,44.6,0.45,pos_only_smoothed,44.3,0.11,pos_only_smoothed,0.30
550,1788706272.4006,16.66,1865.922,217.155,2085.049,0.0,44.3,44.6,0.05,pos_only_smoothed,44.5,0.17,pos_only_smoothed,0.08
551,1788706272.4173,16.67,1866.036,217.155,2085.321,0.0,47.8,45.1,0.51,pos_only_smoothed,44.7,0.22,pos_only_smoothed,0.37
552,1788706272.4339,16.66,1866.093,217.156,2085.457,0.0,44.9,45.1,0.03,pos_only_smoothed,45.0,0.24,pos_only_smoothed,0.11
553,1788706272.4506,16.66,1866.150,217.156,2085.594,0.0,42.6,44.7,0.39,pos_only_smoothed,45.0,0.02,pos_only_smoothed,0.30
554,1788706272.4673,16.66,1866.264,217.156,2085.866,0.0,46.4,44.9,0.27,pos_only_smoothed,44.8,0.14,pos_only_smoothed,0.11
555,1788706272.4839,16.66,1866.321,217.157,2086.003,0.0,43.8,44.8,0.18,pos_only_smoothed,44.8,0.01,pos_only_smoothed,0.07
556,1788706272.5006,16.66,1866.436,217.158,2086.277,0.0,47.5,45.2,0.43,pos_only_smoothed,44.9,0.09,pos_only_smoothed,0.28
557,1788706272.5173,16.66,1866.493,217.158,2086.413,0.0,44.6,45.1,0.09,pos_only_smoothed,45.1,0.15,pos_only_smoothed,0.04
558,1788706272.5339,16.66,1866.550,217.158,2086.550,0.0,42.4,44.7,0.43,pos_only_smoothed,45.0,0.05,pos_only_smoothed,0.35
559,1788706272.5506,16.66,1866.665,217.159,2086.825,0.0,46.3,44.9,0.27,pos_only_smoothed,44.9,0.17,pos_only_smoothed,0.09
560,1788706272.5672,16.66,1866.723,217.159,2086.962,0.0,43.8,44.8,0.18,pos_only_smoothed,44.8,0.02,pos_only_smoothed,0.07
561,1788706272.5839,16.66,1866.838,217.159,2087.237,0.0,47.5,45.2,0.44,pos_only_smoothed,44.9,0.08,pos_only_smoothed,0.28
562,1788706272.6006,16.67,1866.896,217.159,2087.375,0.0,44.7,45.1,0.07,pos_only_smoothed,45.1,0.15,pos_only_smoothed,0.05
563,1788706272.6172,16.67,1867.011,217.159,2087.651,0.0,48.4,45.6,0.52,pos_only_smoothed,45.3,0.20,pos_only_smoothed,0.37
564,1788706272.6339,16.66,1867.069,217.158,2087.789,0.0,45.5,45.6,0.03,pos_only_smoothed,45.5,0.23,pos_only_smoothed,0.11
565,1788706272.6506,16.66,1867.127,217.158,2087.927,0.0,43.1,45.2,0.40,pos_only_smoothed,45.5,0.01,pos_only_smoothed,0.31
566,1788706272.6672,16.66,1867.243,217.158,2088.204,0.0,47.1,45.5,0.30,pos_only_smoothed,45.4,0.14,pos_only_smoothed,0.12
567,1788706272.6839,16.66,1867.301,217.157,2088.343,0.0,44.4,45.3,0.17,pos_only_smoothed,45.4,0.00,pos_only_smoothed,0.06
568,1788706272.7006,16.66,1867.417,217.156,2088.621,0.0,48.1,45.8,0.45,pos_only_smoothed,45.5,0.10,pos_only_smoothed,0.29
569,1788706272.7172,16.62,1867.476,217.156,2088.760,0.0,45.4,45.7,0.07,pos_only_smoothed,45.7,0.16,pos_only_smoothed,0.06
570,1788706272.7338,16.67,1867.534,217.156,2088.899,0.0,43.1,45.3,0.42,pos_only_smoothed,45.6,0.03,pos_only_smoothed,0.33
571,1788706272.7505,16.66,1867.651,217.155,2089.178,0.0,47.1,45.6,0.28,pos_only_smoothed,45.5,0.16,pos_only_smoothed,0.11
572,1788706272.7672,16.67,1867.709,217.155,2089.318,0.0,44.5,45.4,0.18,pos_only_smoothed,45.5,0.01,pos_only_smoothed,0.06
573,1788706272.7838,16.66,1867.827,217.154,2089.598,0.0,48.3,45.9,0.47,pos_only_smoothed,45.6,0.10,pos_only_smoothed,0.31
574,1788706272.8005,16.66,1867.885,217.154,2089.738,0.0,45.5,45.8,0.06,pos_only_smoothed,45.7,0.18,pos_only_smoothed,0.07
575,1788706272.8172,16.67,1868.003,217.154,2090.019,0.0,49.1,46.3,0.53,pos_only_smoothed,46.0,0.22,pos_only_smoothed,0.39
576,1788706272.8338,16.66,1868.062,217.154,2090.160,0.0,46.3,46.3,0.01,pos_only_smoothed,46.2,0.25,pos_only_smoothed,0.12
577,1788706272.8505,16.67,1868.121,217.154,2090.301,0.0,43.9,45.9,0.39,pos_only_smoothed,46.2,0.03,pos_only_smoothed,0.30
578,1788706272.8672,16.67,1868.239,217.155,2090.583,0.0,47.8,46.2,0.30,pos_only_smoothed,46.1,0.12,pos_only_smoothed,0.13
579,1788706272.8838,16.66,1868.298,217.155,2090.724,0.0,45.2,46.1,0.17,pos_only_smoothed,46.1,0.01,pos_only_smoothed,0.05
580,1788706272.9005,16.66,1868.417,217.156,2091.007,0.0,49.0,46.5,0.46,pos_only_smoothed,46.2,0.11,pos_only_smoothed,0.31
581,1788706272.9172,16.67,1868.476,217.156,2091.149,0.0,46.1,46.5,0.07,pos_only_smoothed,46.4,0.17,pos_only_smoothed,0.07
582,1788706272.9338,16.66,1868.535,217.156,2091.291,0.0,43.8,46.0,0.42,pos_only_smoothed,46.4,0.02,pos_only_smoothed,0.33
583,1788706272.9505,16.66,1868.654,217.157,2091.574,0.0,47.8,46.3,0.29,pos_only_smoothed,46.2,0.16,pos_only_smoothed,0.11
584,1788706272.9672,16.66,1868.714,217.158,2091.717,0.0,45.3,46.2,0.17,pos_only_smoothed,46.2,0.00,pos_only_smoothed,0.06
585,1788706272.9838,16.66,1868.833,217.159,2092.001,0.0,49.1,46.6,0.47,pos_only_smoothed,46.3,0.10,pos_only_smoothed,0.31
586,1788706273.0005,16.66,1868.892,217.159,2092.144,0.0,46.3,46.6,0.06,pos_only_smoothed,46.5,0.18,pos_only_smoothed,0.08
587,1788706273.0172,16.66,1869.012,217.160,2092.429,0.0,50.0,47.1,0.54,pos_only_smoothed,46.7,0.23,pos_only_smoothed,0.39
588,1788706273.0338,16.66,1869.072,217.160,2092.572,0.0,47.0,47.1,0.02,pos_only_smoothed,47.0,0.25,pos_only_smoothed,0.12
589,1788706273.0505,16.66,1869.132,217.160,2092.715,0.0,44.6,46.7,0.41,pos_only_smoothed,47.0,0.03,pos_only_smoothed,0.31
590,1788706273.0671,16.66,1869.251,217.161,2093.001,0.0,48.6,47.0,0.31,pos_only_smoothed,46.9,0.13,pos_only_smoothed,0.13
591,1788706273.0838,16.66,1869.311,217.161,2093.144,0.0,45.9,46.8,0.18,pos_only_smoothed,46.9,0.01,pos_only_smoothed,0.05
592,1788706273.1005,16.66,1869.432,217.162,2093.431,0.0,49.7,47.3,0.46,pos_only_smoothed,47.0,0.11,pos_only_smoothed,0.30
593,1788706273.1171,16.66,1869.492,217.162,2093.574,0.0,46.8,47.2,0.07,pos_only_smoothed,47.2,0.17,pos_only_smoothed,0.06
594,1788706273.1338,16.66,1869.552,217.162,2093.718,0.0,44.5,46.8,0.44,pos_only_smoothed,47.1,0.03,pos_only_smoothed,0.35
595,1788706273.1505,16.66,1869.672,217.162,2094.006,0.0,48.6,47.1,0.28,pos_only_smoothed,47.0,0.17,pos_only_smoothed,0.10
596,1788706273.1671,16.66,1869.733,217.163,2094.150,0.0,45.9,46.9,0.18,pos_only_smoothed,46.9,0.01,pos_only_smoothed,0.07
597,1788706273.1838,16.66,1869.853,217.163,2094.438,0.0,49.8,47.3,0.46,pos_only_smoothed,47.0,0.10,pos_only_smoothed,0.30
598,1788706273.2004,16.66,1869.914,217.163,2094.582,0.0,46.9,47.3,0.07,pos_only_smoothed,47.2,0.17,pos_only_smoothed,0.06
599,1788706273.2171,16.66,1870.035,217.164,2094.871,0.0,50.6,47.8,0.54,pos_only_smoothed,47.4,0.21,pos_only_smoothed,0.38
600,1788706273.2338,16.66,1870.095,217.164,2095.016,0.0,47.6,47.8,0.03,pos_only_smoothed,47.7,0.24,pos_only_smoothed,0.11
601,1788706273.2504,16.66,1870.156,217.165,2095.160,0.0,45.1,47.4,0.42,pos_only_smoothed,47.7,0.01,pos_only_smoothed,0.32
602,1788706273.2671,16.66,1870.277,217.165,2095.450,0.0,49.2,47.6,0.30,pos_only_smoothed,47.5,0.15,pos_only_smoothed,0.12
603,1788706273.2838,16.66,1870.338,217.165,2095.595,0.0,46.5,47.5,0.19,pos_only_smoothed,47.5,0.01,pos_only_smoothed,0.07
604,1788706273.3004,16.67,1870.459,217.165,2095.886,0.0,50.4,47.9,0.47,pos_only_smoothed,47.6,0.10,pos_only_smoothed,0.30
605,1788706273.3171,16.66,1870.520,217.165,2096.031,0.0,47.4,47.8,0.08,pos_only_smoothed,47.8,0.17,pos_only_smoothed,0.06
606,1788706273.3338,16.66,1870.581,217.165,2096.177,0.0,45.0,47.4,0.45,pos_only_smoothed,47.8,0.04,pos_only_smoothed,0.36
607,1788706273.3504,16.66,1870.703,217.165,2096.469,0.0,49.3,47.7,0.30,pos_only_smoothed,47.6,0.17,pos_only_smoothed,0.11
608,1788706273.3671,16.66,1870.765,217.164,2096.615,0.0,46.6,47.5,0.18,pos_only_smoothed,47.6,0.01,pos_only_smoothed,0.06
609,1788706273.3837,16.65,1870.887,217.164,2096.907,0.0,50.5,48.0,0.48,pos_only_smoothed,47.7,0.11,pos_only_smoothed,0.32
610,1788706273.4004,16.66,1870.948,217.163,2097.053,0.0,47.6,47.9,0.07,pos_only_smoothed,47.9,0.18,pos_only_smoothed,0.07
611,1788706273.4171,16.66,1871.010,217.163,2097.200,0.0,45.2,47.5,0.44,pos_only_smoothed,47.8,0.02,pos_only_smoothed,0.34
612,1788706273.4337,16.66,1871.132,217.162,2097.493,0.0,49.5,47.8,0.31,pos_only_smoothed,47.7,0.16,pos_only_smoothed,0.13
613,1788706273.4504,16.66,1871.194,217.162,2097.640,0.0,46.7,47.6,0.17,pos_only_smoothed,47.7,0.01,pos_only_smoothed,0.05
614,1788706273.4671,16.66,1871.318,217.161,2097.934,0.0,50.7,48.1,0.49,pos_only_smoothed,47.8,0.12,pos_only_smoothed,0.33
615,1788706273.4837,16.66,1871.380,217.160,2098.081,0.0,47.8,48.1,0.05,pos_only_smoothed,48.0,0.19,pos_only_smoothed,0.08
616,1788706273.5004,16.67,1871.504,217.159,2098.375,0.0,51.6,48.6,0.56,pos_only_smoothed,48.2,0.24,pos_only_smoothed,0.41
617,1788706273.5171,16.66,1871.567,217.159,2098.523,0.0,48.5,48.6,0.02,pos_only_smoothed,48.5,0.26,pos_only_smoothed,0.13
618,1788706273.5337,16.67,1871.630,217.158,2098.670,0.0,46.0,48.2,0.41,pos_only_smoothed,48.5,0.03,pos_only_smoothed,0.31
619,1788706273.5504,16.66,1871.756,217.158,2098.965,0.0,50.2,48.5,0.32,pos_only_smoothed,48.4,0.13,pos_only_smoothed,0.14
