Timestamp,Target_ID,Distance,T_PosX,T_PosY,T_PosZ,T_VelX,T_VelY,T_VelZ,T_AccX,T_AccY,T_AccZ,Pred_PosX,Pred_PosY,Pred_PosZ,Best_Time,Drag_K,Bullet_Speed,Bullet_Mass,Bullet_CD,Bullet_Caliber,My_PosX,My_PosY,My_PosZ,My_VelX,My_VelY,My_VelZ
1773538307.56595,1644244944,2836.05857,4497.62549,750.98132,1140.80396,-51.74284,-0.38599,125.13700,-0.57340,0.11350,-0.04509,4394.70614,750.42581,1387.12802,1.96907,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.57719,1644244944,2836.05857,4497.62549,750.98132,1140.80396,-51.74284,-0.38599,125.13700,-0.57340,0.11350,-0.04509,4394.70414,750.42622,1387.12768,1.96907,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.58914,1644244944,2834.24826,4496.44141,750.97290,1143.66296,-51.74284,-0.38599,125.13700,0.00000,0.00000,0.00000,4394.58124,750.21304,1390.00577,1.96857,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.60126,1644244944,2834.24826,4496.44141,750.97290,1143.66296,-51.74284,-0.38599,125.13700,0.00000,0.00000,0.00000,4394.58124,750.21304,1390.00577,1.96857,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.61314,1644244944,2832.45478,4495.26660,750.96454,1146.49768,-51.74284,-0.38599,125.13700,0.00000,0.00000,0.00000,4393.46887,750.20515,1392.68949,1.96736,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.62510,1644244944,2832.45478,4495.26660,750.96454,1146.49768,-51.74284,-0.38599,125.13700,0.00000,0.00000,0.00000,4393.46887,750.20515,1392.68949,1.96736,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.63735,1644244944,2830.65814,4494.08838,750.95624,1149.34131,-51.87570,-0.36273,125.13068,-0.55292,0.09678,-0.02632,4391.13473,750.41898,1395.21050,1.96527,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.64853,1644244944,2830.65814,4494.08838,750.95624,1149.34131,-51.87570,-0.36273,125.13068,-0.55292,0.09678,-0.02632,4391.13330,750.41924,1395.21030,1.96526,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.66100,1644244944,2828.83614,4492.89160,750.94788,1152.22693,-51.87570,-0.36273,125.13068,-0.55292,0.09678,-0.02632,4389.99989,750.41136,1397.94260,1.96404,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.67264,1644244944,2828.83614,4492.89160,750.94788,1152.22693,-51.87570,-0.36273,125.13068,-0.55292,0.09678,-0.02632,4389.99859,750.41159,1397.94242,1.96404,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.68581,1644244944,2827.03845,4491.70947,750.93970,1155.07825,-51.87570,-0.36273,125.13068,-0.55292,0.09678,-0.02632,4388.87907,750.40387,1400.64253,1.96283,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.69671,1644244944,2827.03845,4491.70947,750.93970,1155.07825,-51.87570,-0.36273,125.13068,-0.55292,0.09678,-0.02632,4388.87790,750.40408,1400.64237,1.96283,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.70935,1644244944,2825.21367,4490.50781,750.93146,1157.97534,-51.87570,-0.36273,125.13068,-0.55292,0.09678,-0.02632,4387.73992,750.39627,1403.38605,1.96160,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.72100,1644244944,2825.21367,4490.50781,750.93146,1157.97534,-51.87570,-0.36273,125.13068,-0.55292,0.09678,-0.02632,4387.73886,750.39646,1403.38590,1.96160,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.73306,1644244944,2823.37606,4489.29590,750.92316,1160.89539,-51.87570,-0.36273,125.13068,-0.55292,0.09678,-0.02632,4386.59117,750.38858,1406.15151,1.96037,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.74496,1644244944,2823.37606,4489.29590,750.92316,1160.89539,-51.87570,-0.36273,125.13068,-0.55292,0.09678,-0.02632,4386.59021,750.38875,1406.15138,1.96037,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.75690,1644244944,2821.52394,4488.07275,750.91492,1163.84204,-51.87570,-0.36273,125.13068,-0.55292,0.09678,-0.02632,4385.43188,750.38091,1408.94244,1.95912,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.76995,1644244944,2821.52394,4488.07275,750.91492,1163.84204,-51.87570,-0.36273,125.13068,-0.55292,0.09678,-0.02632,4385.43102,750.38107,1408.94232,1.95912,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.78178,1644244944,2819.67146,4486.84766,750.90674,1166.79260,-51.87570,-0.36273,125.13068,-0.55292,0.09678,-0.02632,4384.27082,750.37327,1411.73733,1.95788,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.79316,1644244944,2817.85013,4485.64160,750.89874,1169.69727,-51.87570,-0.36273,125.13068,0.00000,0.00000,0.00000,4384.10096,750.18873,1414.62600,1.95737,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.80518,1644244944,2817.85013,4485.64160,750.89874,1169.69727,-51.87570,-0.36273,125.13068,0.00000,0.00000,0.00000,4384.10096,750.18873,1414.62600,1.95737,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.81823,1644244944,2816.05511,4484.45117,750.89087,1172.56250,-51.87570,-0.36273,125.13068,0.00000,0.00000,0.00000,4382.97300,750.18129,1417.34056,1.95617,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.82953,1644244944,2816.05511,4484.45117,750.89087,1172.56250,-51.87570,-0.36273,125.13068,0.00000,0.00000,0.00000,4382.97300,750.18129,1417.34056,1.95617,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.84217,1644244944,2814.27798,4483.27100,750.88318,1175.40234,-52.01014,-0.33693,125.12843,-0.55793,0.10711,-0.00931,4380.62017,750.42034,1419.89691,1.95407,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.85331,1644244944,2814.27798,4483.27100,750.88318,1175.40234,-52.01014,-0.33693,125.12843,-0.55793,0.10711,-0.00931,4380.61957,750.42046,1419.89685,1.95407,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.86538,1644244944,2812.50313,4482.09082,750.87555,1178.24207,-52.01014,-0.33693,125.12843,-0.55793,0.10711,-0.00931,4379.50186,750.41311,1422.58776,1.95288,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.87723,1644244944,2812.50313,4482.09082,750.87555,1178.24207,-52.01014,-0.33693,125.12843,-0.55793,0.10711,-0.00931,4379.50131,750.41322,1422.58770,1.95288,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.88935,1644244944,2810.73960,4480.91650,750.86804,1181.06653,-52.01014,-0.33693,125.12843,-0.55793,0.10711,-0.00931,4378.38911,750.40598,1425.26434,1.95170,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.90120,1644244944,2810.73960,4480.91650,750.86804,1181.06653,-52.01014,-0.33693,125.12843,-0.55793,0.10711,-0.00931,4378.38861,750.40608,1425.26429,1.95170,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.91341,1644244944,2808.98007,4479.74316,750.86053,1183.88721,-52.01014,-0.33693,125.12843,-0.55793,0.10711,-0.00931,4377.27727,750.39884,1427.93754,1.95052,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.92573,1644244944,2808.98007,4479.74316,750.86053,1183.88721,-52.01014,-0.33693,125.12843,-0.55793,0.10711,-0.00931,4377.27683,750.39892,1427.93749,1.95052,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
1773538307.93716,1644244944,2807.18701,4478.54590,750.85297,1186.76526,-52.01014,-0.33693,125.12843,-0.55793,0.10711,-0.00931,4376.14278,750.39161,1430.66536,1.94932,0.00007,1500.00000,0.95000,0.80000,0.01600,1795.54749,217.37860,1817.02197,0.00000,0.00000,0.00000
